name,sku,description,image_url,product_url,category
30m Laser Distance Measure with Bluetooth,dw099s-xj,"30m Laser Distance Measure with Bluetooth

The DeWALT® DW099S laser distance measurer has a range of up to 30m and an accuracy of +/-2mm. The laser provides linear metre readings, area and volume calculations. Durable design with IP 54 rated water and debris resistance. Use with DeWALT® App Tool Connect for more applications.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DW099S-XJ/DW099S_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dw099s-xj/30m-laser-distance-measure-bluetooth?tid=572561,N/A
Misuratore laser di distanze - 100 metri,dw03101-xj,"Misuratore laser di distanze - 100 metri

The DEWALT DW03101 laser distance measure has a range of up to 100 metres and an accuracy of +/-1.5mm. The laser provides distance, area, volume and indirect height (Pythagoras) calculations. Durable design with IP 54 rated water and debris resistance. Use with DEWALT Tool Connect App for more features.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DW03101-XJ/DW03101_6.jpg?resize=530x530,https://www.dewalt.it/prodotto/dw03101-xj/misuratore-laser-di-distanze-100-metri?tid=572561,N/A
1000 x Viti nastrate per cartongesso 25x3.9mm,dwf4100650,"1000 x Viti nastrate per cartongesso 25x3.9mm

Viti nastrate per cartongesso  caratterizzate da una testa a trombetta che svasano nella lastra di gesso senza strappare lo strato superiore, fissandosi leggermente al di sotto della superficie per una finitura pulita. La superficie curva sotto la testa forma delicatamente il materiale di base senza schiacciarsi. Le viti sono nastrate in una striscia, progettata specificamente per un'installazione facile e senza inceppamenti.",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/dwf4100650/1000-x-viti-nastrate-cartongesso-25x39mm?tid=572561,N/A
"1000+1 cartongesso sciolto 35x3,9 mm filo grosso (+ bit)",dwf4010015,"1000+1 cartongesso sciolto 35x3,9 mm filo grosso (+ bit)

A range of loose packed drywall screws featuring a bugle head which countersinks into plaster sheet without tearing the top layer, or a flat head with nibs specifically designed for use with FERMACELL® board. ͍The bugle head screws will set slightly below the surface for a neat finish and the curved surface under the head gently forms the base material without crushing. ͍The flat head with nibs screws feature nibs under the head which ream through FERMACELL® board, which allows the head to sit below the surface, facilitating easy filling.",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/dwf4010015/10001-cartongesso-sciolto-35x39-mm-filo-grosso-bit?tid=572561,N/A
Livella laser + linea verticale e oriozzontale + 2 punti piombo - Raggio rosso,dw0822-xj,"Livella laser + linea verticale e oriozzontale + 2 punti piombo - Raggio rosso

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DW0822-XJ/DW0822_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dw0822-xj/livella-laser-linea-verticale-e-oriozzontale-2-punti-piombo-raggio-rosso?tid=572561,N/A
Livella laser linea 360° + linea verticale - Raggio rosso,dw0811-xj,"Livella laser linea 360° + linea verticale - Raggio rosso

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DW0811-XJ/DW0811_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dw0811-xj/livella-laser-linea-360deg-linea-verticale-raggio-rosso?tid=572561,N/A
"Tracciatore laser con raggio rosso, classe 2. Proietta: 2 linee a croce orizzontale e verticale + 2 punti a piombo.",dce0822d1r-qw,"Tracciatore laser con raggio rosso, classe 2. Proietta: 2 linee a croce orizzontale e verticale + 2 punti a piombo.

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE0822D1R-QW/DCE0822D1R_2.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce0822d1r-qw/tracciatore-laser-con-raggio-rosso-classe-2-proietta-2-linee-croce-orizzontale-e-verticale-2-punti-piombo?tid=572561,N/A
"Tracciatore laser con raggio rosso, classe 2. Proietta: 2 linee a croce orizzontale e verticale + 5 punti: 2 a piombo + 1 punto frontale + 2 punti laterali a 90°.",dce0825d1r-qw,"Tracciatore laser con raggio rosso, classe 2. Proietta: 2 linee a croce orizzontale e verticale + 5 punti: 2 a piombo + 1 punto frontale + 2 punti laterali a 90°.

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE0825D1R-QW/DCE0825D1R_4.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce0825d1r-qw/tracciatore-laser-con-raggio-rosso-classe-2-proietta-2-linee-croce-orizzontale-e-verticale-5-punti-2-piombo-1-punto-frontale-2-punti-laterali-90deg?tid=572561,N/A
"Tracciatore laser con raggio verde, classe 2. Proietta: 2 linee a croce orizzontale e verticale + 5 punti: 2 a piombo + 1 punto frontale + 2 punti laterali a 90°.",dce0825d1g-qw,"Tracciatore laser con raggio verde, classe 2. Proietta: 2 linee a croce orizzontale e verticale + 5 punti: 2 a piombo + 1 punto frontale + 2 punti laterali a 90°.

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE0825D1G-QW/DCE0825D1G_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce0825d1g-qw/tracciatore-laser-con-raggio-verde-classe-2-proietta-2-linee-croce-orizzontale-e-verticale-5-punti-2-piombo-1-punto-frontale-2-punti-laterali-90deg?tid=572561,N/A
Laser a 5 Punti XR Litio 10.8V 2.0Ah Raggio Rosso,dce085d1r-qw,"Laser a 5 Punti XR Litio 10.8V 2.0Ah Raggio Rosso

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE085D1R-QW/DCE085D1R_3.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce085d1r-qw/laser-5-punti-xr-litio-108v-20ah-raggio-rosso?tid=572561,N/A
Laser a 5 Punti XR Litio 10.8V 2.0Ah Raggio Rosso,dce085d1g-qw,"Laser a 5 Punti XR Litio 10.8V 2.0Ah Raggio Rosso

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE085D1G-QW/DCE085D1G_4.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce085d1g-qw/laser-5-punti-xr-litio-108v-20ah-raggio-rosso?tid=572561,N/A
Laser rotante con raggio verde di alta visibilità e batteria ricaricabile da 18V.,dce079d1g-qw,"Laser rotante con raggio verde di alta visibilità e batteria ricaricabile da 18V.

Self Levelling 360° Rotary Laser projects bright beam either horizontally or vertically. Durable design with IP67 rated water and debris resistance makes it ideal for outdoor applications. Manual RPM Control. Easy to use with full onboard and remote control panel. Long range visibility.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE079D1G-QW/DCE079D1G_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce079d1g-qw/laser-rotante-con-raggio-verde-di-alta-visibilita-e-batteria-ricaricabile-da-18v?tid=572561,N/A
Laser rotante con raggio rosso. Autolivellante con raggio orizzontale.,dce074d1r-qw,"Laser rotante con raggio rosso. Autolivellante con raggio orizzontale.

Self levelling 360° Rotary Laser projects bright beam either horizontally or vertically. Durable design with IP54 rated water and debris resistance makes it ideal for outdoor applications. Manual RPM Control. Easy to use with full onboard Panel. Long range visibility.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE074D1R-QW/DCE074D1R_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce074d1r-qw/laser-rotante-con-raggio-rosso-autolivellante-con-raggio-orizzontale?tid=572561,N/A
Laser rotante con raggio rosso.,dce079d1r-qw,"Laser rotante con raggio rosso.

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE079D1R-QW/DCE079D1R_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce079d1r-qw/laser-rotante-con-raggio-rosso?tid=572561,N/A
30M DISTANCE MEASURER,dw033-xj,"30M DISTANCE MEASURER

The DeWALT® DW033 laser distance measurer has a range of up to 30 metres and an accuracy of +/-3mm. The laser provides linear metre readings, area and volume calculations. Durable design with IP 40 rated water and debris resistance.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DW033-XJ/DW033_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dw033-xj/30m-distance-measurer?tid=572561,N/A
Laser a Linea 720 XR Litio 10.8V 2.0Ah Raggio Rosso,dce0811d1r-qw,"Laser a Linea 720 XR Litio 10.8V 2.0Ah Raggio Rosso

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE0811D1R-QW/DCE0811D1R_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce0811d1r-qw/laser-linea-720-xr-litio-108v-20ah-raggio-rosso?tid=572561,N/A
Laser a Croce XR Litio 10.8V 2.0Ah Raggio Verde,dce088d1g-qw,"Laser a Croce XR Litio 10.8V 2.0Ah Raggio Verde

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE088D1G-QW/DCE088D1G_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce088d1g-qw/laser-croce-xr-litio-108v-20ah-raggio-verde?tid=572561,N/A
Laser 3 Linee 360° XR Litio 10.8V 2.0Ah Raggio Verde,dce089d1g-qw,"Laser 3 Linee 360° XR Litio 10.8V 2.0Ah Raggio Verde

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE089D1G-QW/DCE089D1G_2.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce089d1g-qw/laser-3-linee-360deg-xr-litio-108v-20ah-raggio-verde?tid=572561,N/A
Laser a Croce XR Litio 10.8V 2.0Ah Raggio Rosso,dce088d1r-qw,"Laser a Croce XR Litio 10.8V 2.0Ah Raggio Rosso

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE088D1R-QW/DCE088D1R_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce088d1r-qw/laser-croce-xr-litio-108v-20ah-raggio-rosso?tid=572561,N/A
Laser 3 Linee 360° XR Litio 10.8V 2.0Ah Raggio Rosso,dce089d1r-qw,"Laser 3 Linee 360° XR Litio 10.8V 2.0Ah Raggio Rosso

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE089D1R-QW/DCE089D1R_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce089d1r-qw/laser-3-linee-360deg-xr-litio-108v-20ah-raggio-rosso?tid=572561,N/A
Rilevatore elettronico per laser a linee raggio verde,de0892g-xj,"Rilevatore elettronico per laser a linee raggio verde

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE0892G-XJ/DE0892G_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de0892g-xj/rilevatore-elettronico-laser-linee-raggio-verde?tid=572561,N/A
Livella laser 2 linee verticali a 90° e orizzontale - Raggio rosso,dw089k-xj,"Livella laser 2 linee verticali a 90° e orizzontale - Raggio rosso

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DW089K-XJ/DW089K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dw089k-xj/livella-laser-2-linee-verticali-90deg-e-orizzontale-raggio-rosso?tid=572561,N/A
Rilevatore elettronico per laser a linee raggio rosso,de0892-xj,"Rilevatore elettronico per laser a linee raggio rosso

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE0892-XJ/DE0892_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de0892-xj/rilevatore-elettronico-laser-linee-raggio-rosso?tid=572561,N/A
Livella laser 2 linee verticali a 90° e orizzontale - Raggio rosso con rilevatore DE0892,dw089kd-xj,"Livella laser 2 linee verticali a 90° e orizzontale - Raggio rosso con rilevatore DE0892

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DW089KD-XJ/DW089KD_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dw089kd-xj/livella-laser-2-linee-verticali-90deg-e-orizzontale-raggio-rosso-con-rilevatore-de0892?tid=572561,N/A
Livella laser linea verticale e orizzontale - Raggio rosso,dw088k-xj,"Livella laser linea verticale e orizzontale - Raggio rosso

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DW088K-XJ/DW088K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dw088k-xj/livella-laser-linea-verticale-e-orizzontale-raggio-rosso?tid=572561,N/A
"Asta di supporto regolabile pavimento/soffitto attacco 1/4""",de0882-xj,"Asta di supporto regolabile pavimento/soffitto attacco 1/4""

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE0882-XJ/DE0882_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de0882-xj/asta-di-supporto-regolabile-pavimentosoffitto-attacco-14?tid=572561,N/A
Livella laser linea verticale e orizzontale - Raggio rosso + treppiede in alluminio,dw088ktri-xj,"Livella laser linea verticale e orizzontale - Raggio rosso + treppiede in alluminio

",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/dw088ktri-xj/livella-laser-linea-verticale-e-orizzontale-raggio-rosso-treppiede-alluminio?tid=572561,N/A
Livello Ottico Autolivellante 26x,dw096pk-xj,"Livello Ottico Autolivellante 26x

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DW096PK-XJ/DW096PK_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dw096pk-xj/livello-ottico-autolivellante-26x?tid=572561,N/A
Rilevatore laser digitale con morsetto,de0772-xj,"Rilevatore laser digitale con morsetto

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE0772-XJ/DE0772_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de0772-xj/rilevatore-laser-digitale-con-morsetto?tid=572561,N/A
Scheda di misurazione,de0730-xj,"Scheda di misurazione

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE0730-XJ/DE0730_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de0730-xj/scheda-di-misurazione?tid=572561,N/A
Tavolo di supporto universali per troncatrici,de1000-xj,"Tavolo di supporto universali per troncatrici

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE1000-XJ/DE1000_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de1000-xj/tavolo-di-supporto-universali-troncatrici?tid=572561,N/A
Catena ricambio per elettrosega a catena potatore barra 20 cm compatibile con DCMPS520,dt20693-qz,"Catena ricambio per elettrosega a catena potatore barra 20 cm compatibile con DCMPS520

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DT20693-QZ/DT20693_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dt20693-qz/catena-ricambio-elettrosega-catena-potatore-barra-20-cm-compatibile-con-dcmps520?tid=573036,N/A
"Rasaerba semovente XR FV 54V, motore BRUSHLESS, ampiezza taglio 53cm Ø 53 cm ad alta efficienza, Motore brushless autosensing a trasmissione diretta. Senza batteria e caricabatteria.",dcmwsp550n-xj,"Rasaerba semovente XR FV 54V, motore BRUSHLESS, ampiezza taglio 53cm Ø 53 cm ad alta efficienza, Motore brushless autosensing a trasmissione diretta. Senza batteria e caricabatteria.

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMWSP550N-XJ/DCMWSP550_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmwsp550n-xj/rasaerba-semovente-xr-fv-54v-motore-brushless-ampiezza-taglio-53cm-o-53-cm-ad-alta-efficienza-motore-brushless-autosensing-trasmissione-diretta-senza-batteria-e-caricabatteria?tid=573036,N/A
"Rasaerba a spinta XR 18Vx2, motore BRUSHLESS, funzionamento doppia batteria con output 36V, ampiezza taglio 53cm Ø 53 cm ad alta efficienza, Motore brushless autosensing a trasmissione diretta. Senza batteria e caricabatteria.",dcmwp134n-xj,"Rasaerba a spinta XR 18Vx2, motore BRUSHLESS, funzionamento doppia batteria con output 36V, ampiezza taglio 53cm Ø 53 cm ad alta efficienza, Motore brushless autosensing a trasmissione diretta. Senza batteria e caricabatteria.

Funzionamento silenzioso ed efficiente, senza scarico di gas o emissioni dirette, il tosaerba a spinta DEWALT 2x18V è dotato di doppio alloggiamento per 2 batterie 18V XR 8.0AH e un piatto ad alta efficienza da 53 cm per massimizzare l'efficienza energetica e prolungare l'autonomia. Dotato di un tappo per pacciamatura per la fertilizzazione naturale del prato, nonché di 2 lame per una migliore pacciamatura, oltre a un sacco in tessuto a rete con capacità di 67 litri per un prato estetico senza tagli. Il suo design ergonomico incorpora una semplice funzione di regolazione dell'altezza insieme a una semplice maniglia pieghevole one-touch che garantisce grande manovrabilità. La sua innovativa interfaccia utente indica lo stato di carica, nonché un misuratore di carico che aiuta a prolungare l'autonomia indicando quando il rasaerba utilizza maggiore potenza per tagliare l'erba più dura. Parte del sistema di batterie XR da 18 V, questo SKU è venduto come unità semplice, batterie e caricabatterie venduti separatamente.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMWP134N-XJ/DCMWP134N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmwp134n-xj/rasaerba-spinta-xr-18vx2-motore-brushless-funzionamento-doppia-batteria-con-output-36v-ampiezza-taglio-53cm-o-53-cm-ad-alta-efficienza-motore-brushless-autosensing-trasmissione-diretta-senza-batteria-e-caricabatteria?tid=573036,N/A
"Rasaerba semovente XR 18Vx2, motore BRUSHLESS, funzionamento doppia batteria con output 36V, ampiezza taglio 53cm Ø 53 cm ad alta efficienza, Motore brushless autosensing a trasmissione diretta. Senza batteria e caricabatteria.",dcmwsp156n-xj,"Rasaerba semovente XR 18Vx2, motore BRUSHLESS, funzionamento doppia batteria con output 36V, ampiezza taglio 53cm Ø 53 cm ad alta efficienza, Motore brushless autosensing a trasmissione diretta. Senza batteria e caricabatteria.

Funzionamento silenzioso ed efficiente, senza scarico di gas o emissioni dirette, il tosaerba semovente DEWALT 2x18V è dotato di doppio alloggiamento per 2 batterie 18V XR 8.0AH e un piatto ad alta efficienza da 53 cm per massimizzare l'efficienza energetica e prolungare l'autonomia. Dotato di un tappo per pacciamatura per la fertilizzazione naturale del prato, nonché di 2 lame per una migliore pacciamatura, oltre a un sacco in tessuto a rete con capacità di 67 litri per un prato estetico senza tagli. Il suo design ergonomico incorpora una semplice funzione di regolazione dell'altezza insieme a una semplice maniglia pieghevole one-touch che garantisce grande manovrabilità. La sua innovativa interfaccia utente indica lo stato di carica, nonché un misuratore di carico che aiuta a prolungare l'autonomia indicando quando il rasaerba utilizza maggiore potenza per tagliare l'erba più dura. Parte del sistema di batterie XR da 18 V, questo SKU è venduto come unità semplice, batterie e caricabatterie venduti separatamente.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMWSP156N-XJ/DCMWSP156N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmwsp156n-xj/rasaerba-semovente-xr-18vx2-motore-brushless-funzionamento-doppia-batteria-con-output-36v-ampiezza-taglio-53cm-o-53-cm-ad-alta-efficienza-motore-brushless-autosensing-trasmissione-diretta-senza-batteria-e-caricabatteria?tid=573036,N/A
Barra ricambio per elettrosega a catena potatore barra 20 cm compatibile con DCMPS520,dt20694-qz,"Barra ricambio per elettrosega a catena potatore barra 20 cm compatibile con DCMPS520

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DT20694-QZ/DT20694_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dt20694-qz/barra-ricambio-elettrosega-catena-potatore-barra-20-cm-compatibile-con-dcmps520?tid=573036,N/A
"Rasaerba a spinta XR FV 54V, motore BRUSHLESS, ampiezza taglio 53cm Ø 53 cm ad alta efficienza, Motore brushless autosensing a trasmissione diretta. Senza batteria e caricabatteria.",dcmwp500n-xj,"Rasaerba a spinta XR FV 54V, motore BRUSHLESS, ampiezza taglio 53cm Ø 53 cm ad alta efficienza, Motore brushless autosensing a trasmissione diretta. Senza batteria e caricabatteria.

Funzionamento silenzioso ed efficiente, senza scarico di gas o emissioni dirette, il rasaerba semovente DEWALT 54V è dotato di una scrivania ad alta efficienza da 53 cm per massimizzare l'efficienza energetica e prolungare l'autonomia. Il design semplice e liscio della maniglia pieghevole con un solo tocco per un comodo trasporto da un sito all'altro o per lo stoccaggio e la facile regolazione dell'altezza di taglio garantiscono un'ergonomia eccellente. La sua innovativa interfaccia utente indica lo stato di carica, nonché un misuratore di carico che aiuta a prolungare l'autonomia indicando quando il rasaerba utilizza maggiore potenza per tagliare l'erba più dura. Dotato di un tappo per pacciamatura per la fertilizzazione naturale del prato, nonché di 2 lame per una migliore pacciamatura, oltre a un sacco in tessuto a rete con capacità di 67 litri per un prato estetico senza tagli. Parte del sistema di batterie XR FLEXVOLT da 54 V, che può alimentare sia la tua gamma di strumenti e attrezzature XR da 54 V sia i tuoi strumenti da 18 V e può essere ricaricato con i caricabatterie da 18 V. Questo SKU è venduto come unità semplice, batterie e caricabatterie venduti separatamente.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMWP500N-XJ/DCMWP500N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmwp500n-xj/rasaerba-spinta-xr-fv-54v-motore-brushless-ampiezza-taglio-53cm-o-53-cm-ad-alta-efficienza-motore-brushless-autosensing-trasmissione-diretta-senza-batteria-e-caricabatteria?tid=573036,N/A
"Elettrosega a catena per potatura 20 cm XR 18V motore BRUSHLESS, lunghezza barra 20 cm, : 1 batteria XR 18V 5Ah, caricabatterie, coprilama, chiave servizio.",dcmps520p1-qw,"Elettrosega a catena per potatura 20 cm XR 18V motore BRUSHLESS, lunghezza barra 20 cm, : 1 batteria XR 18V 5Ah, caricabatterie, coprilama, chiave servizio.

Leggera e compatta, la motosega da potatura a batteria XR da 18 V è dotata di un motore brushless ad alta efficienza progettato per massimizzare l'autonomia e la durata del motore con un massimo di 70 tagli per carica.* Con un peso di soli 2,08 kg (solo utensile), la motosega da potatura è più leggera del 61%* * e 3 volte più compatto,** progettato per ridurre l'affaticamento durante le operazioni di taglio, rifinitura e potatura. Usalo per tagliare i rami degli alberi abbattuti, tagliare fasci di legno o rami e gestire i cespugli spessi o le esigenze di potatura quotidiana. Il design compatto consente un facile accesso agli spazi ristretti. La protezione della punta integrata è progettata per fornire stabilità durante i tagli e la chiave integrata per un tensionamento facile e veloce. Parte del sistema di batterie XR da 18 V.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMPS520P1-QW/DCMPS520P1_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmps520p1-qw/elettrosega-catena-potatura-20-cm-xr-18v-motore-brushless-lunghezza-barra-20-cm-1-batteria-xr-18v-5ah-caricabatterie-coprilama-chiave-servizio?tid=573036,N/A
"Idro-pulitrice 2x18V - unità senza batteria e caricabatterie - Motore BRUSHLESS 2x18V, 3 velocità 70-85-110 bar, 273LPH, - solo corpo macchina",dcmpw1600n-xj,"Idro-pulitrice 2x18V - unità senza batteria e caricabatterie - Motore BRUSHLESS 2x18V, 3 velocità 70-85-110 bar, 273LPH, - solo corpo macchina

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMPW1600N-XJ/DCMPW1600_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmpw1600n-xj/idro-pulitrice-2x18v-unita-senza-batteria-e-caricabatterie-motore-brushless-2x18v-3-velocita-70-85-110-bar-273lph-solo-corpo-macchina?tid=573036,N/A
Potatore manuale 18V XR 5.0Ah,dcmpp568p1-qw,"Potatore manuale 18V XR 5.0Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMPP568P1-QW/DCMPP568P1_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmpp568p1-qw/potatore-manuale-18v-xr-50ah?tid=573036,N/A
Potatore manuale 18V XR,dcmpp568n-xj,"Potatore manuale 18V XR

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMPP568N-XJ/DCMPP568N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmpp568n-xj/potatore-manuale-18v-xr-0?tid=573036,N/A
Potatore manuale 18V XR,dcmpp568n-xj,"Potatore manuale 18V XR

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMPP568N-XJ/DCMPP568N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmpp568n-xj/potatore-manuale-18v-xr?tid=573036,N/A
Lama ricambio per rasaerba 53cm,dt20682-qz,"Lama ricambio per rasaerba 53cm

La chiodatrice a batteria DEWALT DCN662 18V XR 16 Gauge Straight Finish Nailer infila chiodi diritti da 32 a 64 mm, ideali per il fissaggio di zoccoli, rivestimenti di porte e finestre e modanature a corona. Con il suo motore brushless alimentato da una batteria DEWALT 18V XR agli ioni di litio, la DCN662 è pronta per andare al lavoro senza il fastidio di usare gas, compressore e tubo. Affronta lavori grandi e piccoli con le caratteristiche di un utensile pneumatico e la libertà del cordless. Con 2 batterie da 2Ah, caricabatterie e kitbox TSTAK.",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/dt20682-qz/lama-ricambio-rasaerba-53cm?tid=573036,N/A
Falciatrice semovente 2 X 18V XR - Unità nuda,dcmwsp564n-xj,"Falciatrice semovente 2 X 18V XR - Unità nuda

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMWSP564N-XJ/DCMWSP564N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmwsp564n-xj/falciatrice-semovente-2-x-18v-xr-unita-nuda?tid=573036,N/A
Multifunzione Flexvolt 54V XR - Motore + attacco tagliabordi,dcmas5713x1-qw,"Multifunzione Flexvolt 54V XR - Motore + attacco tagliabordi

La flessibilità e la potenza di taglio necessarie per portare a termine il lavoro con il kit tagliabordi DEWALT® 54V XR FLEXVOLT® Split Boom. Il motore brushless ad alta efficienza massimizza il tempo di funzionamento e la durata del prodotto, garantendo la capacità di affrontare la vegetazione più difficile e di resistere all'uso intensivo. Questo tagliabordi può essere facilmente convertito in altri attrezzi per esterni grazie alla possibilità di collegare attacchi universali, che consentono di eseguire lavori più impegnativi. Sono disponibili gli accessori DCMASBC1N - Decespugliatore, DCMASPH6N - Tagliasiepi e DCMASPS5N - Sega a palo.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMAS5713X1-QW/DCMAS5713X1_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmas5713x1-qw/multifunzione-flexvolt-54v-xr-motore-attacco-tagliabordi?tid=573036,N/A
Multifunzione Flexvolt 54V XR,dcmas5713n-xj,"Multifunzione Flexvolt 54V XR

Ottenete la flessibilità e la potenza necessarie per portare a termine il lavoro con il DEWALT® 54V XR FLEXVOLT® Split Boom. Il motore brushless ad alta efficienza massimizza il tempo di funzionamento e la durata del prodotto, garantendo la capacità di affrontare le erbacce più difficili e di resistere all'uso intensivo. Si trasforma facilmente in vari attrezzi da esterno grazie alla capacità di attacco universale che consente di collegare altri componenti aggiuntivi e di svolgere un maggior numero di lavori. Accessori disponibili: DCMASST1N - Tagliabordi, DCMASBC1N - Decespugliatore, DCMASPH6N - Tagliasiepi e DCMASPS5N - Sega a palo.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMAS5713N-XJ/DCMAS5713N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmas5713n-xj/multifunzione-flexvolt-54v-xr?tid=573036,N/A
Lama di rcambio per forbice da potatura,dcmpprb1-qz,"Lama di rcambio per forbice da potatura

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCMPPRB1-QZ/DCMPPRB1_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcmpprb1-qz/lama-di-rcambio-forbice-da-potatura?tid=573036,N/A
